hospitalName,telNum,hospitalType,numDoc,numRoom,numBed,medicalCourse,address
경북의료재단 길주요양병원,054-821-0211,요양병원(일반요양병원),17,57,330,내과/ 신경과/ 재활의학과/ 한방내과/ 한방재활의학과,경상북도 안동시 경동로 1289 (송천동)
빛으로병원,054-823-6200,병원,5,10,42,한방내과/ 방사선종양학과,"경상북도 안동시 경동로 1462-68, 지하1-2ㅣ상2층 (송천동)"
성심병원,054-843-7887,병원,18,25,185,내과/ 신경과/ 정신건강의학과/ 가정의학과,"경상북도 안동시 정백이골길 36-15, 1~3층 (안막동)"
안동제일치과병원,054-855-6363,치과병원,3,0,0,치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 구강병리과/ 예방치과,"경상북도 안동시 노하길 431, 애플타워 1층, 4~6층 (송현동)"
의료법인안동유리의료재단 안동유리한방병원,054-851-6131,한방병원,3,26,98,가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"경상북도 안동시 남후면 남일로 1463, 3~4층"
의료법인 인덕의료재단 복주요양병원,054-851-5000,요양병원(일반요양병원),55,105,548,내과/ 신경과/ 정신건강의학과/ 외과/ 재활의학과/ 가정의학과/ 한방내과,경상북도 안동시 풍산읍 함백이길 154
라온치과병원,054-842-2100,치과병원,3,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과,"경상북도 안동시 경북대로 366, 2.3.4층 (옥동)"
안동요양병원,054-851-8200,요양병원(일반요양병원),13,150,521,외과/ 영상의학과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,"경상북도 안동시 전거리길 57, 2~5층 (용상동, 안동병원아파트)"
아주안제요양병원,054-841-7500,요양병원(일반요양병원),17,23,144,정형외과/ 한방재활의학과/ 가정의학과/ 외과/ 내과,경상북도 안동시 대안로 76 (옥야동)
의료법인안동의료재단용상안동병원,054-821-1101,병원,21,50,298,내과/ 가정의학과,경상북도 안동시 전거리길 57 (용상동)
의료법인경북요양병원,054-823-7501,요양병원(일반요양병원),5,28,154,성형외과/ 한방내과/ 한방재활의학과/ 신경과/ 내과,경상북도 안동시 충효로 4463 (정하동)
경상북도립안동노인전문요양병원,054-851-1214,요양병원(노인병원),55,81,363,내과/ 신경과/ 정신건강의학과/ 외과/ 흉부외과/ 재활의학과/ 가정의학과/ 한방내과,경상북도 안동시 남후면 남일로 1463
구미시립노인요양병원,440-1004,요양병원(일반요양병원),51,40,248,내과/ 외과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,경상북도 구미시 야은로 37 (부곡동)
의료법인 삼현의료재단 선산제일병원,054-714-1900,병원,11,22,142,내과/ 외과/ 정형외과/ 마취통증의학과/ 가정의학과,경상북도 구미시 고아읍 선산대로 1116
구미미르치과병원,054-451-2000,치과병원,6,0,0,치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 예방치과,"경상북도 구미시 신시로 69, 미르빌딩 4~10층 (형곡동)"
라온치과병원,054452-0000,치과병원,2,0,0,,경상북도 구미시 송정대로 40-1 (송정동)
구미푸른요양병원,054-474-8811,요양병원(일반요양병원),11,29,141,내과/ 신경외과/ 마취통증의학과/ 침구과,경상북도 구미시 장천면 산호대로 1391
의료법인 서정의료재단 강동요양병원,474-5522,요양병원(일반요양병원),4,33,162,내과/ 신경과/ 재활의학과/ 가정의학과/ 침구과,경상북도 구미시 인동20길 38-9 (진평동)
바른유병원,054-457-8676,병원,18,27,99,내과/ 신경과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 영상의학과,"경상북도 구미시 역전로 28, 1,2,3,5층 (원평동)"
남구미요양병원,716-1800,요양병원(일반요양병원),5,30,146,내과/ 정신건강의학과/ 신경외과/ 흉부외과/ 가정의학과/ 한방내과/ 사상체질과/ 침구과,경상북도 구미시 금오대로 378 (오태동)
구미강동병원,453-7575,종합병원,141,56,233,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 이비인후과/ 영상의학과/ 진단검사의학과/ 가정의학과/ 직업환경의학과/ 응급의학과/ 예방의학과/ 치과,경상북도 구미시 인동20길 46 (진평동)
의료법인한백의료재단 구미아성요양병원,450-4500,요양병원(일반요양병원),13,19,120,내과/ 외과/ 신경외과/ 산부인과/ 가정의학과/ 한방내과/ 사상체질과/ 침구과,경상북도 구미시 선기로 155-23 (선기동)
구미현대병원,451-7500,병원,7,0,65,마취통증의학과/ 정형외과,경상북도 구미시 신시로 60 (형곡동)
구미예치과병원,476-7928,치과병원,1,0,0,구강내과,"경상북도 구미시 인동가산로 28, 4층 (진평동)"
가이드치과병원,471-2885,치과병원,3,0,0,치과교정과/ 소아치과/ 치주과,"경상북도 구미시 인동36길 17, 3층 (구평동, 보람빌딩)"
참조은요양병원,458-5577,요양병원(일반요양병원),13,17,117,내과/ 외과/ 정형외과/ 가정의학과/ 한방내과/ 한방부인과/ 사상체질과/ 침구과,경상북도 구미시 송정대로 78 (송정동)
차의과학대학교부속구미차병원,450-9700,종합병원,68,62,290,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 병리과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 직업환경의학과/ 응급의학과,경상북도 구미시 신시로10길 12 (형곡동)
순천향대학교 부속 구미병원,463-7151,종합병원,96,101,350,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 병리과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 응급의학과/ 치과보존과,경상북도 구미시 1공단로 179 (공단동)
웰키즈아동병원,054-482-9700,병원,13,32,56,이비인후과/ 소아청소년과/ 피부과/ 내과,"경상북도 구미시 인동중앙로 15, 5~7층 (황상동)"
의료법인이수의료재단구미천사요양병원,451-5000,요양병원(일반요양병원),2,40,198,내과/ 외과/ 정형외과/ 가정의학과,경상북도 구미시 고아읍 이례로  46
큰사랑요양병원,713-1000,요양병원(일반요양병원),31,48,228,내과/ 신경과/ 외과/ 재활의학과/ 가정의학과/ 한방내과,"경상북도 구미시 산업로 168-8, 1,2,3,6,7층 (원평동)"
미래병원,442-0046,병원,6,18,175,정신건강의학과,경상북도 구미시 여헌로 30 (인의동)
구미가톨릭요양병원,455-8883,요양병원(일반요양병원),16,27,169,내과/ 외과/ 산부인과/ 침구과,경상북도 구미시 야은로 483 (도량동)
의료법인 갑을의료재단 갑을구미병원,710-6000,병원,33,34,149,내과/ 외과/ 정형외과/ 신경외과/ 영상의학과/ 재활의학과/ 가정의학과,경상북도 구미시 3공단1로 280-3 (임수동)
서울아동병원,476-3650,병원,7,3,32,소아청소년과,경상북도 구미시 여헌로 30 (인의동)
의료법인여연의료재단인동엘리트치과병원,475-2804,치과병원,4,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 치주과/ 치과보존과/ 구강내과,경상북도 구미시 인동가산로 14 (진평동)
강남병원,458-9300,병원,45,28,116,마취통증의학과/ 신경외과/ 정형외과/ 가정의학과/ 영상의학과/ 외과/ 내과,경상북도 구미시 금오시장로2길 21 (원평동)
의료법인 영풍의료재단풍기성심요양병원,630-2511,요양병원(일반요양병원),12,9,90,외과/ 정신건강의학과/ 내과,경상북도 영주시 풍기읍 소백로1916번길 6
의)기호의료재단 청하요양병원,054-630-9900,요양병원(일반요양병원),38,93,355,내과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 치주과/ 한방내과,경상북도 영주시 신재로24번길 91 (가흥동)
영주삼봉병원,054-634-7600,병원,11,20,177,정신건강의학과,경상북도 영주시 꽃동산로 43 (가흥동)
영주시립노인전문요양병원,631-1500,요양병원(일반요양병원),29,33,210,내과/ 신경과/ 정신건강의학과/ 외과/ 침구과,경상북도 영주시 안정면 장안로 697
영주가톨릭병원,054-639-8100,병원,20,25,132,마취통증의학과/ 내과/ 정형외과,경상북도 영주시 번영로 176 (영주동)
영주자인병원,633-1131,병원,24,55,193,내과/ 정형외과/ 마취통증의학과/ 영상의학과/ 가정의학과,경상북도 영주시 대동로31번길 9 (가흥동)
의료법인 일맥의료재단인애가영주한방병원,634-3007,한방병원,8,14,50,한방소아과/ 한방부인과/ 한방내과,경상북도 영주시 지천로 164 (가흥동)
영주기독병원,635-6161,병원,24,40,70,정형외과/ 외과/ 내과,경상북도 영주시 구성로 380 (영주동)
의료법인청봉의료재단성누가병원,639-9000,병원,22,123,187,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 영상의학과/ 가정의학과/ 응급의학과,경상북도 영주시 구성로 329 (영주동)
영주적십자병원,054-630-0100,종합병원,14,46,152,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 영상의학과/ 진단검사의학과/ 응급의학과,"경상북도 영주시 대학로 327, 영주적십자병원 (가흥동)"
의료법인영주의료재단명품요양병원,054-639-8888,요양병원(일반요양병원),32,64,419,가정의학과/ 재활의학과/ 한방내과/ 외과/ 내과,경상북도 영주시 반지미로 265 (가흥동)
(의)태훈의료재단 새희망병원,639-8856,병원,18,38,284,정신건강의학과,경상북도 영주시 반지미로 275-17 (가흥동)
의료법인동승의료재단동승병원,,병원,2,58,299,내과/ 정신건강의학과,경상북도 영천시 동강포길 87 (도남동)
영천요양병원,054336-3000,요양병원(일반요양병원),7,10,54,,경상북도 영천시 천문로 596-8 (오미동)
효사랑요양병원,,요양병원(일반요양병원),19,30,160,외과/ 내과,경상북도 영천시 금호읍 금호로 484
의료법인고담의료재단 마야병원,,병원,8,197,759,가정의학과/ 내과/ 신경과/ 정신건강의학과,경상북도 영천시 북안면 내서로 55-25
영천손한방병원,,한방병원,1,13,31,침구과/ 사상체질과/ 한방재활의학과/ 한방신경정신과/ 한방부인과/ 한방내과,경상북도 영천시 시장로 28 (금노동)
의료법인 무일의료재단 참좋은요양병원,054-337-5119,요양병원(일반요양병원),18,34,145,가정의학과/ 침구과/ 사상체질과/ 한방내과/ 마취통증의학과/ 신경과/ 내과,경상북도 영천시 망정1길 32 (망정동)
닥터스치과병원,054335-2875,치과병원,4,0,0,,"경상북도 영천시 호국로 41, 3,4층 (야사동,성진빌딩)"
올바른요양병원,054-531-0005,요양병원(일반요양병원),4,24,126,재활의학과/ 한방내과,경상북도 상주시 삼백로 66 (무양동)
의료법인 우석의료재단 연세요양병원,054-536-5588,요양병원(일반요양병원),11,20,134,내과/ 외과/ 가정의학과/ 한방내과/ 한방부인과/ 침구과,경상북도 상주시 낙동면 영남제일로 841
의료법인삼백의료재단상주성모병원,054-532-5001,종합병원,78,48,204,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 이비인후과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 가정의학과,경상북도 상주시 냉림서성길 7 (냉림동)
의료법인 심천의료재단 상주제일병원,530-9000,병원,12,37,197,정신건강의학과,경상북도 상주시 내서면 영남제일로 3659
상주적십자병원,054-534-3501,종합병원,102,50,205,내과/ 신경과/ 외과/ 정형외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 이비인후과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 가정의학과/ 응급의학과,경상북도 상주시 상서문로 53 (남성동)
상주시립요양병원,530-5300,요양병원(일반요양병원),21,42,199,내과/ 외과/ 정형외과/ 흉부외과/ 침구과,경상북도 상주시 용마로 190-45 (도남동)
성모가톨릭병원,054-556-1001,병원,4,21,65,신경과/ 마취통증의학과/ 정형외과,경상북도 문경시 중앙로 148 (점촌동)
의료법인서일의료재단문경중앙병원,054-555-2011,병원,13,21,85,마취통증의학과/ 정형외과/ 외과/ 내과,경상북도 문경시 중앙로 117-18 (점촌동)
의료법인동춘의료재단문경제일병원,550-7700,종합병원,0,230,840,안과/ 직업환경의학과/ 가정의학과/ 이비인후과/ 흉부외과/ 비뇨의학과/ 성형외과/ 치과/ 병리과/ 영상의학과/ 마취통증의학과/ 소아청소년과/ 산부인과/ 신경외과/ 정형외과/ 외과/ 정신건강의학과/ 신경과/ 내과,경상북도 문경시 당교3길 25 (모전동)
시립문경요양병원,054-550-7032,요양병원(일반요양병원),40,36,194,내과/ 외과/ 정형외과/ 신경외과/ 피부과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,경상북도 문경시 문경읍 여우목로 31
국군대구병원,053-750-5107,병원,42,27,200,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 성형외과/ 마취통증의학과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 구강악안면외과,경상북도 경산시 하양읍 대경로 425-41
의)근원의료재단 경산중앙병원,053-715-0100,종합병원,160,86,420,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 응급의학과/ 치주과,경상북도 경산시 경안로 11 (백천동)
서요양병원,053-811-7000,요양병원(일반요양병원),34,21,199,신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,경상북도 경산시 계양로 193 (계양동)
진량삼성요양병원,854-0369,요양병원(일반요양병원),9,16,105,내과/ 정형외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방신경정신과/ 한방재활의학과/ 침구과,"경상북도 경산시 진량읍 낙산1길 14, 1~3층"
의료법인 벽삼의료재단우리세명정신병원,053-819-9500,병원,22,31,299,내과/ 정신건강의학과,경상북도 경산시 화랑로8길 26 (갑제동)
경산미르치과병원,053-716-1000,치과병원,4,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과,경상북도 경산시 경안로65길 5-10 (대평동)
마미안여성병원,053-813-1100,병원,16,16,30,마취통증의학과/ 산부인과/ 소아청소년과/ 가정의학과,경상북도 경산시 경안로 217 (중방동)
의료법인보현의료재단부림요양병원,053-853-1355,요양병원(일반요양병원),12,29,151,내과/ 신경과/ 정신건강의학과/ 정형외과/ 이비인후과/ 재활의학과/ 한방내과/ 침구과,경상북도 경산시 와촌면 하양로 359
경상북도립경산노인전문요양병원,053-819-0784,요양병원(일반요양병원),41,58,299,내과/ 신경과/ 정신건강의학과/ 외과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과,경상북도 경산시 경안로 23-10 (상방동)
의료법인서명의료재단세명병원,053-819-8800,병원,154,73,385,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 마취통증의학과/ 소아청소년과/ 안과/ 이비인후과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 가정의학과/ 직업환경의학과/ 응급의학과/ 예방의학과,경상북도 경산시 경안로 208 (중방동)
꿈나무아동병원,053-817-9600,병원,19,26,43,내과/ 소아청소년과/ 이비인후과/ 피부과,"경상북도 경산시 대학로 11, 3~6층 (중산동)"
의료법인송백의료재단 늘푸른요양병원,053-813-0660,요양병원(일반요양병원),9,35,187,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 산부인과/ 재활의학과/ 가정의학과/ 한방내과,경상북도 경산시 경안로 158 (중방동)
선요양병원,053-812-4500,요양병원(일반요양병원),13,16,107,내과/ 신경과/ 외과/ 재활의학과/ 한방내과,경상북도 경산시 중앙로16길 49 (삼북동)
의료법인양지의료재단 양지요양병원,053-815-9100,요양병원(일반요양병원),41,80,360,내과/ 신경과/ 외과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과,"경상북도 경산시 경산로 174 (옥산동, 양지요양병원)"
경북강남요양병원,053-851-9111,요양병원(일반요양병원),6,54,121,외과/ 한방내과,경상북도 경산시 와촌면 불굴사길  161
의료법인수성의료재단영남요양병원,053-814-0171,요양병원(일반요양병원),24,63,319,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방재활의학과/ 사상체질과/ 침구과,경상북도 경산시 강변동로 110 (중방동)
경산수요양병원,053-815-1088,요양병원(일반요양병원),14,16,99,내과/ 신경과/ 외과/ 피부과/ 재활의학과/ 한방내과/ 한방안·이비인후·피부과/ 사상체질과/ 침구과,경상북도 경산시 강변동로 112 (중방동)
경산라온치과병원,053-791-3000,치과병원,2,0,0,치과보철과/ 치과보존과/ 구강내과,"경상북도 경산시 경안로 186, 2.3층 (중방동)"
의료법인동오의료재단파티마요양병원,053-810-0001,요양병원(일반요양병원),32,27,180,내과/ 신경외과/ 가정의학과/ 한방내과/ 한방부인과/ 한방재활의학과/ 사상체질과/ 침구과,경상북도 경산시 평산1길 37-35 (평산동)
의료법인재효의료재단 의성요양병원,054-834-3500,요양병원(일반요양병원),11,25,167,외과/ 신경과/ 내과,경상북도 의성군 점곡면 의성길안로 575
의료법인해안의료재단해안병원,054-834-6660,병원,8,24,120,정신건강의학과,경상북도 의성군 의성읍 북부길 150
의료법인염광의료재단 성심요양병원,054-834-1048,요양병원(일반요양병원),3,12,63,내과/ 외과/ 정형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 비뇨의학과,경상북도 의성군 금성면 탑리길 8-2
의성제일요양병원,054-832-7575,요양병원(일반요양병원),4,41,161,내과/ 외과/ 한방내과/ 한방소아과/ 사상체질과/ 침구과,경상북도 의성군 의성읍 홍술로 94
의성군공립요양병원,054-834-7400,요양병원(일반요양병원),11,43,196,내과/ 신경과/ 외과/ 재활의학과/ 가정의학과/ 한방내과/ 사상체질과/ 침구과,경상북도 의성군 의성읍 안평의성로 1122-30
의료법인 해안의료재단 해안1병원,054)834-6660,요양병원(정신병원),7,35,179,정신건강의학과/ 가정의학과,경상북도 의성군 의성읍 경북대로 5732
효도요양병원,834-6400,요양병원(일반요양병원),1,17,68,내과/ 신경과/ 외과/ 가정의학과/ 한방내과/ 침구과,경상북도 의성군 의성읍 문소3길 92
의료법인성제의료재단 성제요양병원,054-861-3388,요양병원(일반요양병원),11,24,113,내과,경상북도 의성군 안계면 안계길 200
의료법인영제의료재단 영남제일병원,054-861-9111,병원,3,17,102,침구과/ 사상체질과/ 한방내과/ 외과/ 내과/ 정형외과,경상북도 의성군 안계면 용기4길 36
의료법인제중원 제남병원,054-832-2036,병원,3,15,98,정신건강의학과/ 소아청소년과/ 산부인과/ 외과/ 내과,경상북도 의성군 봉양면 도리원2길 41
공생병원,054834-3881,병원,2,27,71,,경상북도 의성군 의성읍 문소3길 96-0 (공생병원)
진보병원,054-874-7717,병원,3,38,244,가정의학과/ 외과/ 정신건강의학과/ 내과,
의료법인명성의료재단영양병원,054-682-0727,병원,8,12,50,내과/ 정형외과/ 가정의학과,경상북도 영양군 영양읍 동서대로 75
영덕아산병원,054-730-0152,병원,20,15,68,내과/ 신경외과/ 피부과/ 영상의학과,경상북도 영덕군 영해면 영덕로 1621
의료법인 영덕의료재단 영덕효요양병원,054-734-9119,요양병원(일반요양병원),16,19,142,내과/ 외과/ 정형외과/ 신경외과/ 가정의학과/ 한방신경정신과/ 사상체질과/ 침구과,경상북도 영덕군 영덕읍 영덕로 72-12
영덕제일요양병원,054733-1771,요양병원(일반요양병원),7,15,57,,경상북도 영덕군 영덕읍 우곡길 52-0
청도동산병원,054-371-5311,병원,2,19,130,정신건강의학과/ 정형외과/ 내과,경상북도 청도군 매전면 청려로 3757
감꽃요양병원,054-371-7770,요양병원(일반요양병원),14,36,132,한방내과/ 내과/ 신경과,경상북도 청도군 각북면 헐티로 1229
의료법인 해동의료재단 청도메타병원,054-370-9900,병원,14,43,235,정신건강의학과,경상북도 청도군 청도읍 고수산복길 198
의료법인선한의료재단 청도자연요양병원,054-372-8888,요양병원(일반요양병원),8,26,90,침구과/ 사상체질과/ 한방내과/ 내과,경상북도 청도군 각북면 헐티로 1312
의료법인영은의료재단 하나병원,054-373-0911,병원,9,38,299,정신건강의학과,경상북도 청도군 청도읍 청도신기길 78-10
군립청도노인요양병원,054-370-5450,요양병원(일반요양병원),6,20,95,한방내과/ 외과/ 신경과/ 내과,경상북도 청도군 화양읍 청화로 79-7
청도대남병원,054-373-0606,병원,37,50,235,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 마취통증의학과/ 영상의학과/ 재활의학과,경상북도 청도군 화양읍 청화로 79-7
의료법인산동의료재단 산동요양병원,054-372-3073,요양병원(일반요양병원),6,19,49,정형외과/ 침구과/ 한방내과/ 산부인과/ 내과,경상북도 청도군 금천면 금천로 4-1
의료법인정암의료재단 윤성요양병원,054-373-7400,요양병원(일반요양병원),12,48,122,산부인과/ 방사선종양학과/ 한방내과,경상북도 청도군 각북면 헐티로 1145-12
고령군립요양병원,054-956-8700,요양병원(일반요양병원),8,18,94,내과/ 마취통증의학과/ 한방내과,경상북도 고령군 대가야읍 중앙로 31 (군립노인복지병원)
고령효사랑요양병원,054-956-7535,요양병원(일반요양병원),10,19,115,마취통증의학과/ 내과,경상북도 고령군 대가야읍 대가야로 1345 (대가야요양병원)
의료법인 영암의료재단 고령영생병원,054-955-2661,병원,6,27,79,내과/ 신경과/ 외과,경상북도 고령군 대가야읍 중앙로 33 (영생병원)
성주경대요양병원,054933-5800,요양병원(일반요양병원),18,20,148,내과/ 안과/ 가정의학과/ 한방내과,경상북도 성주군 성주읍 주산로 81
비에스(BS)요양병원,054-982-9988,요양병원(일반요양병원),6,16,120,내과/ 흉부외과/ 한방내과,경상북도 성주군 선남면 운용로 1543-107
대경효의료소비자생활협동조합 대경요양병원,054-933-0201,요양병원(일반요양병원),12,20,104,내과/ 외과/ 정형외과/ 가정의학과/ 한방내과,경상북도 성주군 선남면 도성3길 39-20
가야e요양병원,054-932-7001,요양병원(일반요양병원),14,20,139,가정의학과/ 내과,경상북도 성주군 성주읍 주산로 183
성주효요양병원,054-933-5111,요양병원(일반요양병원),15,37,195,내과/ 신경과/ 외과/ 소아청소년과/ 이비인후과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,경상북도 성주군 성주읍 성주순환로 239
성주무강병원,054-932-1212,병원,10,16,55,내과/ 외과/ 정형외과/ 마취통증의학과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 가정의학과,경상북도 성주군 성주읍 성주읍3길 5-3
성주제일병원,933-0712,병원,8,26,178,내과/ 정신건강의학과/ 소아청소년과/ 가정의학과,경상북도 성주군 성주읍 성주순환로 274
의료법인왜관병원,054-971-1002,병원,24,80,350,내과/ 신경과/ 정신건강의학과/ 소아청소년과/ 안과/ 이비인후과/ 가정의학과/ 구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과,경상북도 칠곡군 왜관읍 군청2길 10
의료법인고산의료재단칠곡시몬병원,054-976-0401,요양병원(정신병원),19,60,280,정신건강의학과,경상북도 칠곡군 왜관읍 금남5길 60
의료법인혜원의료재단혜원성모병원,054-975-5400,병원,28,47,340,정형외과/ 외과/ 정신건강의학과/ 신경과/ 내과,경상북도 칠곡군 약목면 관호7길 41
의료법인유민의료재단산울림병원,054-976-2580,병원,14,32,288,정신건강의학과/ 내과,경상북도 칠곡군 왜관읍 금남3길 99
의료법인효천의료재단팔공요양병원,054-975-7900,요양병원(일반요양병원),13,24,117,한방재활의학과/ 한방내과/ 가정의학과/ 마취통증의학과/ 내과,경상북도 칠곡군 동명면 기성3길 41
칠곡군립 노인요양병원,976-7777,요양병원(일반요양병원),8,12,120,신경과/ 가정의학과,경상북도 칠곡군 왜관읍 금남5길 58
언더로뎀요양병원,0533257100,요양병원(일반요양병원),14,34,190,내과/ 신경과/ 외과/ 소아청소년과/ 안과/ 재활의학과/ 가정의학과/ 한방내과,경상북도 칠곡군 동명면 기성10길 24-1
칠곡혜원요양병원,054-979-7115,요양병원(일반요양병원),26,17,99,내과/ 한방내과/ 침구과,경상북도 칠곡군 약목면 관호7길 41 (혜원성모병원)
더드림 한방병원,054-654-5533,한방병원,8,9,30,가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 침구과,"경상북도 예천군 호명면 새움1로 9, G-플레이스 경북도청 3층"
예천권병원,054-654-6611,병원,40,111,181,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 영상의학과/ 응급의학과,경상북도 예천군 예천읍 시장로 136
의료법인벽산의료재단 경희요양병원,054-655-6688,요양병원(일반요양병원),18,25,175,침구과/ 한방내과/ 외과/ 내과,경상북도 예천군 예천읍 충효로 408-27
의료법인인덕의료재단 경도요양병원,054-655-8000,요양병원(일반요양병원),23,61,317,내과/ 신경과/ 외과/ 소아청소년과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,경상북도 예천군 예천읍 원고개길 49
봉화해성병원,054-673-1331,병원,14,24,99,내과/ 외과/ 정형외과/ 마취통증의학과,경상북도 봉화군 봉화읍 보밑길 3
봉화군립노인전문요양병원,054-673-1331,요양병원(일반요양병원),6,20,139,신경과/ 가정의학과,경상북도 봉화군 봉화읍 보밑길 9
의료법인동제의료재단 오차드요양병원,054-788-9090,요양병원(일반요양병원),13,17,134,침구과/ 사상체질과/ 한방내과/ 외과/ 내과,경상북도 울진군 후포면 동해대로 441
울진군의료원,785-7000/7016,병원,59,34,81,내과/ 신경과/ 외과/ 정형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 가정의학과/ 응급의학과,경상북도 울진군 울진읍 현내항길 71
울진군의료원요양병원,054-785-7005,요양병원(일반요양병원),6,15,67,정형외과/ 신경외과,경상북도 울진군 울진읍 현내항길 71
의료법인 동제의료재단 울진중앙병원,054-787-1212,병원,4,10,34,소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 정형외과/ 외과/ 내과,경상북도 울진군 후포면 후포삼율로 157
의료법인 우람의료재단 건병원,055-771-8888,병원,16,31,153,정형외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 재활의학과,"경상남도 진주시 동진로 111 (상대동, 디럭스타워 7-9층)"
의료법인 행복한의료재단 센텀병원,055-795-2200,병원,11,17,99,내과/ 신경과/ 정형외과/ 가정의학과,"경상남도 진주시 진주대로941번길 8, 1,2층 (강남동)"
진주중앙요양병원,055-921-9000,요양병원(일반요양병원),32,68,257,내과/ 외과/ 재활의학과/ 한방내과,"경상남도 진주시 촉석로 178, 지하1층,지상1~5층 (중안동)"
튼튼소아청소년과병원,055-744-7552,병원,25,36,63,내과/ 소아청소년과/ 이비인후과,"경상남도 진주시 진양호로 206, 8,10층 (평거동, BYC진주빌딩)"
의료법인 행복한의료재단 센텀요양병원,055-795-2200,요양병원(일반요양병원),29,78,354,내과/ 신경과/ 외과/ 정형외과/ 흉부외과/ 이비인후과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 침구과,"경상남도 진주시 진주대로941번길 8, B1,2,1,3~7층 (강남동, 센텀병원)"
