hospitalName,evaluation,address
이창수소아청소년과의원,3등급,"인천광역시 부평구 마장로 287 204호 (산곡동, 한양프라자)"
이창순이비인후과의원,1등급,서울특별시 중구 다산로 185 (신당동)
이창우내과의원,1등급,경상북도 포항시 북구 포스코대로 254 (죽도동)
이창우외과의원,2등급,울산광역시 동구 방어진순환도로 505 (방어동)
이창한소아청소년과의원,3등급,부산광역시 기장군 정관면 정관로 560 207호 (마치빌딩)
이창호소아과의원,1등급,대구광역시 남구 중앙대로48길 15 (대명동)
이창훈내과의원,5등급,"서울특별시 송파구 마천로51길 2 (마천동, 3층 4층)"
이창훈신경과의원,5등급,서울특별시 강북구 도봉로77길 9 (수유동)
이창희소아청소년과의원,2등급,"경기도 성남시 분당구 내정로 167 302호 (수내동, 양지프라임)"
이천365의원,5등급,경기도 이천시 안흥로 70 (갈산동)
이천성모의원,5등급,경기도 이천시 서희로71번길 33 2층 (창전동)
이천엘리야병원,2등급,경기도 이천시 장호원읍 서동대로 8793 ()
이천우의원,4등급,경기도 수원시 팔달구 세지로 349-1 (지동)
이천제일의원,1등급,경기도 이천시 중리천로 23 (창전동)
이천한사랑의원,1등급,경기도 이천시 이섭대천로 1387 (증포동)
이철범이비인후과의원,3등급,광주광역시 서구 염화로 89 2층 (화정동)
이철희내과의원,1등급,부산광역시 북구 덕천로 299 (만덕동)
이청민소아청소년과의원,2등급,서울특별시 금천구 시흥대로 274 (독산동)
이촌이비인후과의원,5등급,"서울특별시 용산구 이촌로 224 (이촌동, 한강쇼핑센터 215호일부,214호,213호,218호)"
이춘근이비인후과의원,5등급,대전광역시 동구 중앙로193번길 6 (중동)
이충원뉴마내과의원,4등급,부산광역시 연제구 중앙대로 1111 4층 (연산동)
이충원소아청소년과의원,1등급,"서울특별시 서대문구 신촌로35길 10 B1층 B422호 (북아현동, e편한세상신촌4단지)"
이태관내과의원,2등급,"전라북도 전주시 덕진구 무삼지로 80 2,4층 (인후동1가, 이태관내과)"
이태광내과의원,4등급,경기도 성남시 중원구 둔촌대로 163 3층 (성남동)
이태봉이비인후과의원,3등급,"부산광역시 해운대구 선수촌로 94 302호 (반여동, 대룡빌딩)"
이태원내과의원,3등급,서울특별시 동대문구 한천로 196 2층 (장안동)
이태원소아청소년과의원,5등급,"경기도 남양주시 경춘로1256번길 10 401호 (평내동, 평내프라자)"
이태원의원,5등급,"서울특별시 용산구 우사단로 46 (이태원동, 이태원의원)"
이태원제일의원,5등급,"서울특별시 용산구 회나무로 23 (이태원동, 제일의원)"
이태준연합의원,5등급,서울특별시 은평구 연서로 277 (불광동)
이태희가정의학과의원,2등급,서울특별시 성북구 장위로 57 (장위동)
이택세소아과의원,1등급,"대구광역시 북구 호암로 20 126동 109호호 (칠성동2가, 성광우방타운)"
이편한속내과의원,1등급,대구광역시 북구 팔달로 149 3층 (노원동3가)
이푸른소아청소년과의원,1등급,"인천광역시 서구 서곶로 754 3층 (당하동, 검단이마트)"
이피부과의원,5등급,"서울특별시 은평구 통일로 833 (대조동, 1통7반)"
이하영소아과의원,2등급,인천광역시 미추홀구 인하로 251 (주안동)
이하우신경외과의원,5등급,강원도 원주시 치악로 1864 (봉산동)
이한규내과의원,1등급,"서울특별시 관악구 봉천로 227-0 201,202호 (봉천동, 보라매샤르망)"
이한진가정의원,4등급,"인천광역시 남동구 구월남로 190 302,303호(퍼스트프라자) (구월동)"
이함내과의원,3등급,경기도 포천시 왕방로 130 (신읍동)
이해진소아청소년과의원,1등급,서울특별시 은평구 은평로 142 (응암동)
이향주내과의원,1등급,경기도 수원시 영통구 태장로 77 (망포동)
이헌앤손현주의원,1등급,경기도 동두천시 생연로 131 (생연동)
이헌용외과의원,1등급,부산광역시 해운대구 선수촌로 165 1~2층 (반여동)
이혁소아청소년과의원,5등급,전라북도 완주군 봉동읍 완주산단9로 24 (봉동읍)
이현미소아과의원,3등급,서울특별시 강동구  양재대로 1335 (성내동)
이현섭의원,5등급,부산광역시 동래구 사직북로47번길 25 (사직동)
이현우메디칼의원,3등급,인천광역시 동구 화도진로 137 (만석동)
이현의원,1등급,경상남도 진주시 서장대로 263 (이현동)
이현정소아청소년과의원,3등급,부산광역시 동래구 명륜로103번길 19 8층 (명륜동)
이현주소아청소년과의원,1등급,"경기도 부천시 상일로 96 3층 (상동, 세원빌딩)"
이현철소아청소년과의원,1등급,강원도 속초시 동해대로 4147 비동3층 (조양동)
이현철의원,5등급,경상북도 포항시 북구 두호로 18-1 (두호동)
이현한일의원,3등급,경상남도 진주시 숙호산로 84 2층 (이현동)
이형근의원,1등급,경기도 수원시 권선구 삼천병마로 1601 2층 (오목천동)
이형룡내과의원,3등급,전라북도 군산시 문화로 47 (수송동)
이형무이비인후과의원,5등급,"경기도 구리시 이문안로 70 302호 (수택동, 동진타워)"
이형빈가정의학과의원,5등급,"서울특별시 서초구 서초대로 389 2층 1-1호 (서초동, 진흥상가)"
이형석의원,5등급,전라북도 고창군 대산면 대성로 238 238
이형원소아청소년과의원,2등급,인천광역시 남동구 호구포로 921 (간석동)
이형유내과의원,2등급,부산광역시 영도구 태종로 102 (대교동2가)
이형일소아과의원,1등급,"서울특별시 노원구 한글비석로 530 203호 (상계동, 주공12단지상가)"
이형준내과의원,4등급,"강원도 원주시 원일로 120 3층 302호 (중앙동, 중앙빌딩)"
이혜경소아청소년과의원,1등급,경기도 하남시 신장로 159 2층 (덕풍동)
이혜승의원,2등급,경기도 의정부시 태평로 95 (의정부동)
이혜영소아청소년과의원,3등급,경상남도 진주시 강변길 4 (호탄동)
이혜용소아청소년과의원,3등급,경기도 포천시 소흘읍 솔모루로 95 ()
이혜진소아청소년과의원,5등급,부산광역시 부산진구 동평로 94 (당감동)
이호성소아청소년과의원,1등급,대전광역시 유성구 노은로 178 (지족동)
이호수내과의원,2등급,"경기도 오산시 경기대로 174 304,305호 (원동, 다모아프라자)"
이호심내과의원,2등급,"서울특별시 용산구 보광로 34 (보광동, 보광농협)"
이호영내과의원,3등급,"서울특별시 마포구 양화로 115 3층 (서교동, 천지빌딩)"
이호영소아청소년과의원,3등급,강원도 속초시 동해대로 4177 5층 (조양동)
이호외과의원,1등급,"대전광역시 서구 도산로 398 1,2,3층 (용문동)"
이호용내과의원,4등급,인천광역시 미추홀구 미추홀대로 717 (주안동)
이호채내과의원,1등급,"서울특별시 동작구 동작대로 109 2층 (사당동, 경문빌딩)"
이홍기가정의학과의원,2등급,경상남도 사천시 중앙로 46 (선구동)
이홍내과의원,1등급,전라북도 전주시 덕진구 솔내로 177 2층 (송천동2가)
이홍석내과의원,1등급,경상남도 합천군 합천읍 옥산로 90 (합천읍)
이홍준소아과의원,1등급,"경기도 안산시 단원구 선부광장1로 56 304호 (선부동, 일성이즈마트)"
이홍철소아청소년과의원,2등급,전라북도 전주시 덕진구 아중로 147 (인후동1가)
이화가정의원,1등급,경기도 안양시 동안구 흥안대로 502 (관양동)
이화가정의학과의원,5등급,서울특별시 구로구 구로동로26길 116 보건당빌딩 2층 (구로동)
이화가정의학과의원,3등급,"경기도 의정부시 호동로 52 203호 (호원동, 호원가든아파트)"
이화그린의원,1등급,경기도 안양시 동안구 학의로408번길 34 인덕원 근린상가 306호 (평촌동)
이화내과의원,4등급,"부산광역시 해운대구 선수촌로 102-2 4층 (반여동, 부원메디칼센터)"
이화내과의원,3등급,"전라남도 여수시 문수로 160 (문수동, 우리치과)"
이화내과의원,1등급,"서울특별시 송파구 송파대로28길 27 (가락동, 성원상떼빌 102동 203호)"
이화내과의원,1등급,"서울특별시 서초구 서초대로 307 3층 (서초동, 장안빌딩)"
이화미래내과의원,5등급,대전광역시 유성구 노은로 178 (지족동)
이화병원,1등급,충청남도 천안시 서북구 충무로 165  (쌍용동)
이화산부인과의원,5등급,부산광역시 남구 수영로 216-2 2~4층 (대연동)
이화소아과의원,2등급,경기도 시흥시 신천3길 25 (신천동)
이화소아청소년과의원,2등급,서울특별시 광진구 천호대로111길 19 2층 (중곡동)
이화소아청소년과의원,3등급,제주특별자치도 제주시 신설로7길 4 (아라이동)
이화소아청소년과의원,2등급,"경상남도 진주시 석갑로53번길 28 2층 (평거동, 들말대경아파트)"
이화소아청소년과의원,2등급,경기도 김포시 풍무로 20 2층 (풍무동)
이화소아청소년과의원,4등급,대구광역시 수성구 지범로 178 (지산동)
이화소아청소년과의원,1등급,"경기도 안산시 상록구 광덕1로 376 205호 (이동, 한대프라자)"
이화소아청소년과의원,1등급,경기도 수원시 장안구 서부로2105번길 29 1층 (율전동)
이화여자대학교의과대학부속목동병원,2등급,서울특별시 양천구 안양천로 1071 (목동)
이화연소아청소년과의원,5등급,"경기도 고양시 일산동구 숲속마을1로 29-30 (풍동, 라고크리닉 202호)"
이화연합소아청소년과의원,5등급,서울특별시 강서구 양천로69길 11 (염창동)
이화웰봄소아청소년과의원,1등급,인천광역시 연수구 인천타워대로54번길 13 해승메디피아 2층 (송도동)
이화웰소아청소년과의원,4등급,"인천광역시 남동구 인하로 607 3층 301호 (구월동, 모아프라자)"
이화의료원김포국제공항의원,4등급,"서울특별시 강서구 하늘길 38 3층 (방화동, 국제선제2터미널)"
이화의원,5등급,충청북도 충주시 엄정면 내창로 199-4 (엄정면)
이화의원,1등급,강원도 강릉시 율곡로 2791 (성남동)
이화코난소아청소년과의원,5등급,강원도 태백시 번영로 359-1 (황지동)
이화플러스의원,2등급,"서울특별시 강서구 화곡로 398 4층 (등촌동, 홈플러스 강서점)"
이화항외과의원,1등급,전라북도 익산시 인북로 240 (남중동)
이환구이비인후과의원,5등급,"서울특별시 성동구 왕십리로 410 L동 2층 230호 (하왕십리동, 센트라스)"
이황가정의원,5등급,"경기도 남양주시 도농로 29 305, 306호 (도농동, 부영프라자)"
이황우에스제이의원,1등급,경기도 고양시 일산서구 중앙로 1573 킨텍스프라자 6층 (대화동)
이훈규메디칼의원,1등급,"경기도 부천시 성오로117번길 8 202호 (원종동, 중앙프라자)"
이희석내과의원,5등급,대구광역시 중구 국채보상로 524 (하서동)
이희수소아청소년과의원,2등급,"서울특별시 중랑구 중랑역로 90 3층 (중화동, 대원메디칼빌딩)"
이희승내과의원,1등급,"경기도 안산시 단원구 당곡2로 29 205호 (고잔동, 바상가)"
이희재내과의원,4등급,"서울특별시 금천구 시흥대로 399 414호 (독산동, 시티렉스)"
익산병원,3등급,전라북도 익산시 무왕로 969 (신동)
익산연합내과영상의학과의원,4등급,전라북도 익산시 선화로 110 (모현동1가)
익산제일병원,2등급,전라북도 익산시 평동로 665  (인화동1가)
인계365힐링의원,4등급,경기도 수원시 팔달구 인계로 53 3층 (인계동)
인구보건복지협회 부산시지회 가족보건의원,1등급,부산광역시 수영구 수영로 425 (남천동)
인구보건복지협회강원지회가족보건의원,3등급,강원도 춘천시 김유정로 1846 (퇴계동)
인구보건복지협회경남지회 가족보건의원,2등급,"경상남도 창원시 성산구 외동반림로126번길 56 (신관1,2층) (중앙동)"
인구보건복지협회대전충남지회가족보건의원,1등급,대전광역시 중구 오류로 98 (오류동)
인구보건복지협회인천지회가족보건의원,2등급,인천광역시 남동구 용천로 142 (간석동)
인덕의원,5등급,부산광역시 사상구 덕상로 22 (덕포동)
인동정형외과의원,3등급,경상북도 구미시 인동북길 105 (인의동)
인사랑내과영상의학과의원,5등급,"부산광역시 부산진구 가야대로 462-1 4,5,6층 (개금동)"
인사랑내과의원,1등급,"인천광역시 남동구 에코중앙로156번길 5-12 201호 (논현동, 효성빌딩)"
인산의료재단 메트로병원,1등급,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)"
인선소아과의원,1등급,서울특별시 성북구 돌곶이로 47 (석관동)
인성병원,1등급,경상북도 포항시 북구 장량로 98-10 98
인성신경과의원,1등급,대구광역시 북구 칠곡중앙대로 537 (읍내동)
인성의원,4등급,"강원도 강릉시 금성로 10 2,3층 (옥천동)"
인성의원,5등급,경상북도 예천군 예천읍 시장로 68-1 (예천읍)
인성의원,2등급,인천광역시 강화군 강화읍 중앙로 23 (인성의원)
인심의원,1등급,강원도 속초시 중앙로 199 (동명동)
인애가의원,4등급,경상북도 영주시 지천로 166 (가흥동)
인앤인내과의원,3등급,"서울특별시 마포구 도화길 43 4층 405~408호 (도화동, 나눔빌딩)"
인월가정의학과의원,2등급,전라북도 남원시 인월면 인월로 68 ()
인정병원,2등급,서울특별시 은평구 응암로 164 (응암동)
인제고려병원,5등급,강원도 인제군 인제읍 비봉로 19 (인제읍)
인제대학교 상계백병원,1등급,서울특별시 노원구 동일로 1342 상계백병원 (상계동)
인제대학교 서울백병원,1등급,서울특별시 중구 마른내로 9-9 (저동2가)
인제대학교 해운대백병원,2등급,부산광역시 해운대구 해운대로 875 (좌동)
인제대학교부산백병원,2등급,"부산광역시 부산진구 복지로 75, 진사로83번길 75 진사로83번길 81, 1층(일부), 3층 (개금동)"
인제대학교부속백병원부설김해국제공항의원,1등급,부산광역시 강서구 공항진입로 108 (대저2동)
인제대학교일산백병원,1등급,경기도 고양시 일산서구 주화로 170 (대화동)
인제의원,1등급,충청북도 제천시 의림대로 147 (중앙로2가)
인제의원,2등급,경상남도 남해군 창선면 옥천로 3-1 (창선면)
인제의원,3등급,경상남도 함안군 가야읍 함마대로 1636-16 2층 (함안버스터미널)
인제의원,1등급,경상북도 상주시 함창읍 함창중앙로 99 (함창읍)
인제의원,5등급,서울특별시 은평구 연서로 246 7층 (불광동)
인제재활병원,3등급,대구광역시 수성구 신천동로84길 21 (수성동4가)
인주의원,3등급,충청남도 아산시 인주면 현대로 1328 ()
인천계양속편한내과의원,1등급,"인천광역시 계양구 용종로 2 202호,304호,305호 (계산동, 계산프라자)"
인천광역시의료원,3등급,인천광역시 동구 방축로 217 (송림동)
인천국제공항 제2공항의원,4등급,인천광역시 중구 공항서로512번길 478 지하1층 (운서동)
인천국제공항의원,2등급,인천광역시 중구 공항로 272 (운서동)
인천기독병원,2등급,인천광역시 중구 답동로30번길 10-  (율목동)
인천마디병원,1등급,인천광역시 계양구 계양대로 204 (계산동)
인천삼성의원,1등급,인천광역시 미추홀구 독배로 423 (용현동)
인천속내과의원,3등급,"인천광역시 남동구 호구포로 893 3층, 4층 (간석동, 중앙빌딩)"
인천수내과의원,3등급,인천광역시 서구 가정로394번길 1 (가정동)
인천아시아드병원,1등급,"인천광역시 남동구 인주대로 664 402호,501호 (구월동, 메인프라자2차)"
인천연세병원,2등급,인천광역시 서구 승학로 320 (연희동)
인천연합의원,2등급,인천광역시 서구 염곡로 329 (신현동)
인천의원,5등급,인천광역시 미추홀구 미추홀대로 581 (주안동)
인천적십자병원,1등급,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)"
인천정형외과의원,1등급,인천광역시 미추홀구 경원대로897번길 1 (주안동)
인천제일의원,2등급,인천광역시 미추홀구 경인로 32 (숭의동)
인천지방법원부속의원,1등급,"인천광역시 미추홀구 소성로163번길 17 (학익동, 2층 일부)"
인천참사랑병원,1등급,인천광역시 서구 원창로240번길 9 (가정동)
인천편안내과의원,2등급,"인천광역시 계양구 계양대로 44 302,303호 (작전동, 덕용프라자)"
인천평화의료복지사회적협동조합평화의원,5등급,인천광역시 부평구 경인로1104번길 10 (부개동)
인천하이병원,1등급,인천광역시 계양구 경명대로 1107 (계산동)
인하국제의원,1등급,인천광역시 중구 공항로424번길 84 (운서동)
인하내과의원,1등급,"인천광역시 남동구 구월로 280 3층 (구월동, 연세메디칼빌딩)"
인하대학교의과대학부속병원,2등급,인천광역시 중구 인항로 27 (신흥동3가)
인하소아과의원,2등급,"인천광역시 미추홀구 매소홀로 470 (학익동, 천일빌딩 2층)"
인하양내과의원,1등급,"인천광역시 남동구 석정로 501 3층 일부호 (간석동, 경신빌딩 주건축물제1동)"
인하의원,4등급,인천광역시 남동구 인주대로 773 1~4층 (구월동)
인헌제일가정의원,5등급,서울특별시 관악구 남부순환로248길 15 2층 (봉천동)
인현호내과의원,1등급,"경기도 안양시 동안구 관평로182번길 53 402,403호 (관양동, 광장상가)"
인혜의원,1등급,제주특별자치도 서귀포시 중앙로 93 (서귀동)
인화마취통증의학과의원,2등급,부산광역시 사상구 엄궁로 91 (엄궁동)
인화의원,5등급,"서울특별시 강북구 도봉로 405 (수유동, 인화의원)"
일도365의원,5등급,제주특별자치도 제주시 고마로 115 3층 (일도이동)
일동서울정형외과의원,1등급,경기도 포천시 일동면 화동로 1060 (일동면)
일동연세의원,3등급,경기도 포천시 일동면 화동로 1066 (일동면)
일동제일의원,1등급,경기도 안산시 상록구 도매시장로 102 1층 (일동)
일등내과의원,1등급,경상남도 남해군 남해읍 화전로96번가길 4 (남해읍)
일로의원,1등급,전라남도 무안군 일로읍 일로로 50 50
일맥의료재단 인애가의원,1등급,"서울특별시 강동구 성내로6길 15 (성내동, 성내로6길 11, 3층전체)"
일산고은소아과의원,1등급,"경기도 고양시 일산서구 일산로 523 303호 (일산동, 보성상가)"
일산라쥬네스내과의원,1등급,"경기도 고양시 일산동구 무궁화로 18 (장항동, 남정시티프라자 1차 302호)"
일산모든내과의원,1등급,"경기도 고양시 일산서구 고양대로 691 일산동 (일산동, 한더빌딩)"
일산미래내과의원,3등급,"경기도 고양시 일산서구 일현로 97-11 1층 108A, 109A, 158B, 161, 164호 (탄현동, 일산 위브더제니스)"
일산성모이비인후과의원,2등급,"경기도 고양시 일산동구 강촌로 157 (마두동, 서울코아306,307호)"
일산연세소아과의원,1등급,"경기도 고양시 일산서구 중앙로 1493 2001호 (주엽동, 문촌마을복합상가동)"
일산우리들소아청소년과의원,5등급,"경기도 고양시 일산서구 중앙로 1426 일송노블레스 207, 208(일부), 810호 (주엽동)"
일산유내과의원,1등급,"경기도 고양시 일산서구 원일로 69 302호 (일산동, 씨티프라자)"
일산윤내과의원,2등급,"경기도 고양시 일산동구 강촌로 157 (마두동, 서울코아빌딩308호)"
일산이비인후과의원,5등급,"경기도 고양시 일산동구 무궁화로 39 (장항동, 삼라마이다스 3차 206,209,210호)"
일산이십일세기병원,1등급,경기도 고양시 일산동구 중앙로 1059 ISD빌딩 3~8층 (백석동)
일산제일병원,1등급,"경기도 고양시 일산동구 장백로 174 (장항동, /장백로 172, 6~7층/ 중앙로 1161, 3층)"
일산중심병원,2등급,경기도 고양시 일산서구 미래로 227 일산중심병원 지하1-지상4층 (덕이동)
일산하이병원,3등급,경기도 고양시 일산동구 고양대로 761 (중산동)
일산효성내과의원,1등급,경기도 고양시 일산동구 하늘마을1로 2 풍산프라자 2층 207호 (중산동)
일신내과의원,1등급,부산광역시 영도구 수정길 191 (신선동3가)
일신소아청소년과의원,1등급,"부산광역시 남구 분포로 113 113동 304호 (용호동, 엘지메트로시티 주2상가)"
일신연세의원,1등급,서울특별시 관악구 신림로 210 2층 (신림동)
일신의원,2등급,경기도 고양시 일산서구 원일로 73 2층 (일산동)
일심외과산부인과의원,1등급,"서울특별시 용산구 두텁바위로 11 (갈월동, 일심외과의원, 정화약국)"
일원연세내과의원,1등급,"서울특별시 강남구 양재대로55길 13 2층 (일원동, 조이빌딩)"
일이삼내과의원,3등급,"충청남도 아산시 시장길25번길 2 (온천동, 수정빌딩)"
일죽제일의원,2등급,경기도 안성시 일죽면 주래본죽로 18 18
임가정의원,5등급,경기도 평택시 포승읍 여술로 21 2층 (선구빌딩)
임계숙이비인후과소아청소년과의원,5등급,전라북도 전주시 덕진구 안덕원로 160 (인후동2가)
임계순내과의원,1등급,서울특별시 서대문구 응암로 100 (북가좌동)
임국희내과의원,4등급,전라북도 고창군 고창읍 화신1길 25 25
임기현소아청소년과의원,4등급,"경기도 성남시 분당구 성남대로926번길 6 302호 (야탑동, 대덕프라자)"
임내과의원,1등급,"경기도 남양주시 순화궁로 357 4층 403호 (별내동, 화성프라자)"
임내과의원,3등급,"경상남도 창원시 성산구 가양로124번길 17-12 (대방동, 실로암빌딩)"
임내과의원,1등급,인천광역시 서구 가정로 202 (석남동)
임내과의원,1등급,경기도 동두천시 큰시장로 43 (생연동)
임내과의원,1등급,경기도 가평군 가평읍 연인1길 1 2층
임내과의원,5등급,전라북도 익산시 하나로10길 3 (어양동)
임내과의원,1등급,강원도 동해시 효자남길 68 2층동 (효가동)
임내과의원,3등급,경기도 광명시 광복로 64 2층 (철산동)
임대준이비인후과의원,5등급,충청북도 충주시 계명대로 227 2층 (연수동)
임동명이비인후과의원,3등급,광주광역시 북구 동문대로 157 (두암동)
임동혁내과의원,2등급,"경기도 의왕시 포일로 43 304호 (내손동, 대림프라자)"
임명수내과의원,4등급,광주광역시 북구 설죽로 509 3층 (일곡동)
임병욱내과의원,1등급,"경기도 부천시 소사동로 82 302호 (소사본동, 센트럴프라자)"
임병하동시진료의원,1등급,대구광역시 수성구 달구벌대로480길 21 (범어동)
임상호이비인후과의원,3등급,전라북도 전주시 완산구 용리로 57-3 (효자동1가)
임성식 내과의원,1등급,인천광역시 강화군 강화읍 강화대로 395 (준프라자빌딩)
임성준신경외과의원,1등급,"서울특별시 광진구 구의강변로 106 (구의동,삼성쉐르빌 2층)"
임소아과의원,4등급,제주특별자치도 제주시 월랑로10길 32-1 (노형동)
임소아청소년과의원,5등급,경기도 양주시 고암길 306-77 (덕정동)
임소아청소년과의원,4등급,충청남도 논산시 해월로 169 (반월동)
임수빈내과의원,1등급,강원도 원주시 시청로 98 (무실동)
임스내과의원,5등급,"경기도 고양시 덕양구 통일로 760 301호 (관산동, 더퍼스트프라임상가)"
임승빈내과의원,1등급,"경기도 화성시 동탄반석로 124 504호 (반송동, 센타프라자)"
임승재내과의원,1등급,"경기도 안양시 만안구 안양로 303 704호 (안양동, 안양메쎄포스빌)"
임실내과의원,1등급,전라북도 임실군 임실읍 봉황로 159 159
임연수소아과의원,2등급,대구광역시 북구 구암로 142 2층 (구암동)
임영묵이비인후과의원,4등급,경기도 안성시 중앙로 388 (서인동)
임외과가정의학과의원,1등급,서울특별시 서대문구 세검정로 66 (홍제동)
임용수이비인후과의원,4등급,"부산광역시 사상구 대동로 98 303,304호 (학장동, 반도보라상가)"
임용호내과의원,1등급,서울특별시 동대문구 답십리로 293 (장안동)
임유진내과의원,1등급,전라남도 순천시 중앙로 134 (매곡동)
임윤모마취통증의학과의원,5등급,전라남도 보성군 보성읍 현충로 82 (보성읍)
임은주가정의학과의원,1등급,"부산광역시 수영구 광안해변로 95 104호 (남천동, 비치아파트A상가)"
임응훈내과의원,1등급,서울특별시 강동구 양재대로 1377 2층 1호 (성내동)
임이비인후과의원,2등급,"서울특별시 영등포구 영등포로 33 306호 (양평동2가, 목동비즈타워)"
임이비인후과의원,2등급,"경기도 부천시 신흥로 228 402호 (중동, 메디타워)"
임이비인후과의원,4등급,"서울특별시 중구 서소문로 130 3층 (서소문동, 대양빌딩)"
임인기내과의원,4등급,경기도 수원시 팔달구 정조로 777 2층 (팔달로3가)
임인서내과의원,1등급,전라북도 전주시 덕진구 아중로 152 (인후동1가)
임장선이비인후과의원,5등급,"서울특별시 송파구 올림픽로 203 (잠실동, 잠실주공아파트5단지)"
임재규내과의원,3등급,충청남도 예산군 예산읍 예산로176번길 6 (경도빌딩)
임재환신경과의원,3등급,경기도 파주시 문산읍 문향로67번길 2 3층 (중앙빌딩)
임정근내과의원,5등급,강원도 춘천시 후석로 278 (후평동)
임정근신경과의원,1등급,대구광역시 중구 달성로 37 (대신동)
임정현내과의원,3등급,울산광역시 남구 삼산로 127 2층 (달동)
임정화소아과의원,1등급,대구광역시 달성군 논공읍 논공로17길 16-20 (논공읍)
임종범이비인후과의원,5등급,"경상남도 진주시 순환로 527 7층 (평거동, 좋은메디칼빌딩)"
임종섭이비인후과의원,3등급,대구광역시 달성군 화원읍 비슬로 2582 (화원읍)
임종윤내과의원,1등급,"경기도 안양시 동안구 관평로182번길 54 404,405호 (관양동, 벌말프라자)"
임종인정형외과의원,1등급,부산광역시 동구 중앙대로 365 부산일보 2층 (수정동)
임종채내과의원,1등급,전라남도 순천시 이수로 325 1층 (조례동)
임지연소아청소년과의원,4등급,서울특별시 노원구 공릉로32길 56 2층 (공릉동)
임지연의원,2등급,"서울특별시 강남구 도산대로 106 15층 (논현동, BK빌딩)"
임진영소아청소년과의원,1등급,"인천광역시 서구 장고개로337번길 7 2층 (가좌동, 모건베스트원상가)"
임진한내과의원,1등급,전라북도 군산시 월명로 255 5층 (수송동)
임채갑가정의학과의원,5등급,울산광역시 중구 태화로 184 (태화동)
임채남내과의원,4등급,충청남도 보령시 번영로 38 (대천동)
임채선내과의원,2등급,"광주광역시 광산구 월계로 117-32 1동 307호 (월계동, 라인1차아파트상가)"
임천현대의원,2등급,충청남도 부여군 임천면 성흥로 91-1 (임천면)
임태진내과의원,5등급,전라남도 완도군 완도읍 개포로130번길 17 (완도읍)
임태형내과의원,1등급,부산광역시 해운대구 좌동순환로 441 4층 (중동)
임해성내과의원,2등급,서울특별시 동작구 사당로16길 68 (사당동)
임현성내과의원,1등급,"서울특별시 은평구 진흥로 97 2,3층 (역촌동)"
임형래내과의원,4등급,전라북도 무주군 무주읍 단천로 99 ()
임혜라소아청소년과의원,1등급,서울특별시 구로구 고척로 144 두발로빌딩 (고척동)
임홍섭내과의원,1등급,부산광역시 사하구 낙동대로 205 2층 (괴정동)
입북삼성가정의학과의원,3등급,경기도 수원시 권선구 율전로 2 입북프라자 1층 104호 (입북동)
입장제일의원,4등급,충청남도 천안시 서북구 입장면 입장로 139 (입장면)
입장중앙의원,1등급,충청남도 천안시 서북구 입장면 입장로 134 (입장면)
잎소아청소년과의원,5등급,충청남도 아산시 배방읍 배방로 53 305호
자라는소아청소년과의원,1등급,"경기도 시흥시 능곡로 188 302호 (능곡동, 효창프라자)"
자매가정의학과의원,1등급,"대구광역시 수성구 신매로16길 5 2층 (신매동, 명진빌딩)"
자모내과의원,1등급,"서울특별시 강남구 일원로 95 302호 (일원동, 신영프라자)"
자모여성병원,4등급,부산광역시 수영구 수영로 555 (광안동)
자모의원,5등급,전라남도 광양시 광양읍 와룡길 5 2층
자모의원,1등급,서울특별시 강동구 올림픽로 777 (암사동)
자모의원,4등급,"광주광역시 서구 쌍학로 43 2층 (쌍촌동, 쌍촌추공아파트 상가)"
자선의원,1등급,경상북도 칠곡군 왜관읍 중앙로9길 23 (왜관읍)
자애내과외과의원,2등급,"서울특별시 강북구 도봉로 393 (수유동, 자애의원)"
자애내과의원,3등급,인천광역시 부평구 부흥로 281-1 (부평동)
자애내과의원,1등급,서울특별시 구로구 경서로 6 (고척동)
자애의원,2등급,경기도 안성시 일죽면 금일로 465-10 ()
자양마취통증의학과의원,2등급,서울특별시 광진구 뚝섬로 596 2층 (자양동)
자연내과의원,1등급,대전광역시 대덕구 동서대로 1783 (송촌동)
자연담의원,4등급,충청남도 공주시 번영1로 135 (신관동)
자연속내과의원,1등급,"경기도 화성시 동탄대로시범길 148-54 304.305호 (청계동, 헤븐리원)"
자연의원,5등급,경기도 화성시 향남읍 평3길 19 3층 301호 (회춘프라자)
자은아름다운의원,1등급,전라남도 신안군 자은면 구영2길 47-1 (자은면)
자인고려의원,1등급,경상북도 경산시 자인면 일연로 74 (자인면)
자혜내과의원,1등급,부산광역시 수영구 과정로 69 (망미동)
작은별소아청소년과의원,3등급,대구광역시 달성군 다사읍 서재로 117 3층 (청우빌딩)
작은성모의원,5등급,제주특별자치도 제주시 화삼북로 63 (삼양이동)
잠실서울이비인후과의원,1등급,서울특별시 송파구 올림픽로35길 112 장미B상가 제2동 305호 (신천동)
잠실수가정의학과의원,1등급,서울특별시 송파구 올림픽로 289 잠실시그마타워 305호 (신천동)
잠실연세내과의원,2등급,"서울특별시 송파구 올림픽로 116 (잠실동, 메디시티빌딩 6층)"
잠실연세이비인후과의원,3등급,"서울특별시 송파구 올림픽로 145 (잠실동, 5층 B18호)"
